interarrival,prefill_len,decode_len
191.5049804401737,26,63
165.53427430704355,1482,398
110.37409464340924,364,329
37.36584379647436,611,10
449.24653848658454,1451,19
322.1027603732997,179,232
122.36859835760073,765,5
25.920975211574877,378,256
8.72318932858474,331,24
613.1681966921777,9,3
95.34482137027855,179,481
141.77074317370233,1648,28
6.497242354032857,367,942
74.63819038967914,981,8
948.5792386476182,1392,304
126.69812730363209,1268,24
1407.1796875465443,1231,423
82.0761739210899,10,162
133.50407621039395,880,9
924.6896266151876,1418,57
254.25657973830357,981,2
142.5102183752098,953,22
539.5662076496509,13,44
24.0398573395642,274,5
1011.5619236644658,405,3
842.2349987897055,1233,19
41.00693483968478,808,63
732.5967472373227,1133,86
1485.0621783984204,286,69
309.67354805748926,1107,518
383.85587698328374,703,27
520.5939648183479,106,86
141.82268661788265,239,8
479.47646220973314,565,19
294.44784798943,355,292
237.76223280918782,710,320
1065.6002801295574,1113,103
730.9751053063452,660,214
1246.7884189810538,432,14
828.2840286334622,170,443
19.524488323023007,612,544
426.39949958374433,758,508
546.800733622056,489,3
499.74829349047485,558,386
145.0945783821857,11,103
253.4775327718517,25,91
18.199401626510152,240,93
45.174798647001616,1027,184
375.83754964815023,795,7
399.20430373646394,1406,308
102.71147263759829,1738,13
271.80551008638736,542,433
292.02529429212336,18,277
5.2121273792144915,1820,190
70.28952563347217,1530,9
447.52661891265194,1975,12
2256.672415831042,1282,165
480.43064282577467,127,12
58.55068093197181,1249,755
787.5804633837985,33,194
258.2035749098721,938,825
39.959627582292484,215,14
418.67533088937694,56,34
118.3224884064415,1200,793
246.48859493359427,1046,63
175.1575614488185,448,14
470.6790721103784,1137,775
257.799215133145,687,372
50.19194558054435,1371,12
111.05486881003995,570,35
317.27457124977127,1491,28
711.666578729879,1370,592
4.475904653903278,600,124
433.303677061798,778,335
56.303756861696186,988,21
423.52726080554856,23,263
828.7202850584287,1273,19
118.58127038815344,8,88
312.78476863750916,1655,10
679.9791964746452,599,243
88.26153718780385,1330,21
75.67386839367641,230,5
1076.2794659484111,1430,184
542.3020127340226,521,33
609.8195965182354,1393,94
849.2334568687937,25,8
354.41429282596226,833,14
306.387638099732,124,71
371.43337384146616,343,308
577.0842870009689,44,31
226.66700313879525,680,478
45.71714767534095,435,51
66.61305152806267,204,13
1666.7123684728558,9,336
24.27565555794232,881,13
568.4452235949263,132,201
1315.077808300624,1567,65
63.273752769750004,59,6
585.6391393125944,313,236
164.65853353357008,288,10
123.63492625733416,1525,324
875.3182587419946,978,302
1097.504030225518,31,266
194.85965826558845,507,251
457.7981720546014,505,501
88.46128706260052,824,17
712.9155945456182,1847,14
974.0112845540348,1515,89
175.41118219456038,65,455
483.8104490516738,504,67
955.8161970446314,417,422
7.083120340339165,356,266
885.0766672099329,693,116
388.0682415425094,1196,239
244.325368517611,52,39
338.0268615761298,990,511
794.3422466545312,882,269
585.4172706201093,1959,16
318.02518264017397,128,109
305.71512388109807,466,17
1049.229546922715,454,538
120.87370182515659,350,10
45.98673851894944,641,15
518.9428273151111,828,802
553.7702805051034,1115,342
384.1022495191965,1799,6
139.21771183738625,155,6
160.41611405046837,754,20
438.78087554848236,1731,261
145.7241153513158,1914,14
316.52109356666074,932,2
184.49298919427613,885,19
326.51178283674955,1490,21
119.10354325546075,26,184
100.90152380787627,704,22
605.3726760754575,458,119
222.77334813058678,815,183
121.00710665132652,1975,8
893.6654566247454,988,932
234.81772573413642,510,31
56.297762400870106,659,9
562.8186285490317,833,9
150.15550349613898,244,98
380.7845892090703,1713,36
446.78861091177566,900,81
1501.8969345492733,307,109
96.95152604157065,273,26
152.82991741677031,1414,311
1230.393433304939,1802,6
579.1485360973378,1096,334
272.7411980787347,444,381
606.7066119289602,259,24
243.83394821167383,622,15
241.24346069326455,779,2
77.7584872976834,917,351
337.48365068773234,1567,41
139.2969829073931,1156,21
458.97679148252064,257,11
232.45956078830972,244,26
878.7381694512435,177,194
674.5681817878849,723,8
73.18417848086374,777,135
408.8068558108414,924,408
571.8203235573507,317,339
330.2648193803055,513,258
55.304607546587214,119,22
319.8460122120298,632,41
259.2995850819039,1723,7
180.18783822895367,305,12
399.3398581162059,18,556
179.59015756755153,1046,10
122.791956793688,1535,13
608.6547606230504,1169,24
109.7136362584556,348,288
747.9931643732438,655,307
1769.5677011631099,345,133
266.07220068159245,1200,25
764.9840716966033,543,13
84.28110496054315,642,221
729.620801566985,722,12
1500.5892374111672,1843,28
332.70265674832365,1975,18
135.0115235658794,570,833
80.15429666690773,1405,16
1135.73884133632,209,15
179.38720572550295,1563,58
314.1360119645542,1295,12
259.7290871889973,1597,17
261.1707761107263,947,12
662.5231313387933,806,2
1250.6544740363017,387,30
462.96316041008146,870,149
1439.8970588936736,1421,6
96.58064258148126,1345,10
379.41448458790944,811,20
528.81984646783,1003,28
573.7979649000981,47,13
644.5540793756553,103,85
185.22985066197916,633,234
977.7010260178374,6,22
64.55972940648121,1734,15
149.244526688281,618,13
289.12219310577854,640,198
409.8209963698873,185,9
159.98201232606468,653,306
1089.8620945909474,222,111
274.8345264266475,1673,3
48.33618358988626,766,25
781.5059599730047,549,34
1538.4962249247517,109,5
194.35385009345126,690,831
369.77388977171137,163,377
399.92611783301163,366,2
739.4630981473147,653,181
75.28408986884975,106,951
841.3486819320165,16,199
584.5625047598387,817,392
16.248858942905482,377,76
382.54704496702493,593,1413
12.998498262479822,1182,33
313.6239101717927,884,379
418.2055322116133,953,287
460.5844142072765,1313,27
1195.7189233266447,42,9
161.1334849695877,320,61
850.9865930857354,6,27
275.1468560301809,825,539
502.5975787299434,1374,333
754.269841409715,253,5
588.5730634206863,593,259
725.5726551569983,28,832
462.0765181464417,533,90
737.5307856980868,494,8
1095.7914879297116,691,10
1073.2706586096856,423,493
181.63685132269944,1383,14
1634.0940744194754,358,31
27.152713039985255,311,287
438.016894837849,15,446
312.5218822024702,719,755
119.76376149868247,108,194
350.18802657486424,1395,13
31.190993240323277,86,14
368.82085942320487,1739,9
881.0704949384184,1717,9
69.46479623060299,342,829
179.91519195765596,115,529
455.9052610952113,633,680
203.51814679082224,866,773
245.09650577147048,514,185
188.87820349929603,1865,8
301.2910209961429,291,13
213.54117169210343,7,180
71.21144785215823,1114,122
101.33058130716425,1224,69
37.74309494240259,1202,227
288.2136629766517,958,256
853.458099545771,20,364
43.39037670864463,1159,145
491.4597179004642,140,447
249.19406120372733,1101,222
937.5546976197569,1230,33
206.3899278836578,243,9
541.9978105621241,746,18
232.84438623485607,1953,40
356.9250408875652,1924,21
681.7889427963524,1059,29
1571.457452615271,23,420
66.23801695741945,335,535
344.27578524975246,1616,314
64.8562779703159,1760,57
14.161664677964382,251,120
630.0024042470975,404,5
1870.0025591682056,573,457
413.65232859661387,924,182
34.37251071818265,41,26
29.127026677869956,721,319
172.6518290167537,1144,16
219.18295882428393,118,91
1.7709615610760594,266,3
845.4819589787479,781,436
289.0067064335092,845,515
2491.852975718418,291,189
985.3406046384368,638,482
317.57760125272375,640,790
450.89495303358535,582,183
172.65492059638174,202,11
165.24841553671592,371,262
63.77036975397943,66,1123
360.3830141660356,1777,19
38.948504423409375,273,229
270.6941846291645,612,287
177.46359466955482,1060,16
714.6014496786486,768,2
219.59778677649348,667,55
1059.497615993851,722,781
96.06467810225867,69,1044
1219.2452036015036,681,677
411.2670300170218,679,13
58.56363757212313,339,362
318.83739182656734,1767,68
142.5659453287074,67,211
631.976117325025,1035,9
481.63218022380715,618,23
29.618665921971296,568,24
247.08820301889313,445,11
997.2907540616613,187,13
239.52294611989794,1198,248
622.2334885756101,1036,700
55.01334805969721,806,824
921.9563345249464,1356,9
319.09603326347235,929,75
1347.8023716631583,139,46
352.3301217904488,1022,204
670.3154434656526,717,354
1636.4008118987945,1085,324
597.448117971706,1326,17
393.6134829960068,10,897
208.83377747818705,370,374
19.865489984930353,702,315
259.01489263645925,596,159
243.1294950491059,355,132
791.7519297590519,254,190
95.90805563190163,261,332
620.4791995512503,690,22
17.502768602195523,10,313
994.1790211766549,1652,21
503.9759642228915,162,364
250.94834434911044,1222,8
141.0632214309817,290,322
93.18057853002105,1708,124
402.75771982318037,663,14
241.38850640925244,635,911
621.1512109985256,1160,540
1084.6786477047565,1447,38
160.22038047274515,562,406
479.7885583138158,1429,355
251.16875863845812,513,317
19.96762978239185,137,830
436.8623554729227,1377,2
206.66933081987068,277,160
6.318225588371835,456,631
292.2008699822517,375,485
43.95260353444264,1719,20
452.25947332939745,8,826
341.7580298859599,552,14
317.186244682257,1264,33
1262.9508858269903,836,398
970.8943463786377,367,13
572.1291926118414,628,15
393.90271705855895,816,16
132.95824358000195,195,375
3.7468641129975593,1403,7
58.24840673036278,1002,36
176.50069283252896,194,7
100.14249179365954,904,380
385.81895306049245,33,7
349.9931245036444,522,193
225.80776535194272,579,3
736.9893728817138,408,11
600.5157738994671,417,540
532.286506010366,25,148
319.31978999228005,1161,321
20.305019561973253,666,242
255.38960739734586,403,116
316.1198569115701,184,178
271.5113952999206,999,337
2.0501338598872603,1493,306
483.10213120458525,352,93
136.04023241262297,635,14
20.885371575342706,483,8
320.0496336856831,120,30
1157.7574598046501,1905,8
13.660501231238566,711,27
6.325432101926662,797,447
405.08373798039264,1557,7
357.96195348226615,270,16
7.237028636368531,25,381
49.726201134945306,1885,17
827.564848703899,1633,9
275.49518609474234,50,51
60.72291245754151,1051,393
77.48963462597484,952,308
432.12034340531386,250,296
182.166168478258,362,13
11.904632971589699,192,255
462.01244636433324,602,7
15.03444627001315,19,48
53.41641810525153,130,13
79.0345555992243,156,7
70.69334723899173,518,10
655.3828248925273,564,434
44.847579695881365,593,525
73.56437819209985,772,497
270.8230544161833,1672,6
68.99209574662729,1983,18
628.1659275681791,1996,22
305.7985790582659,241,20
967.9068548423292,300,519
17.76516022935124,553,306
883.3785912845927,551,45
76.34856516159451,464,34
1188.0074634729538,14,250
180.38224604195855,124,20
326.8339214776193,896,174
10.961963589394566,1857,175
597.0967652028744,250,450
109.94630556180006,402,368
1135.683537961605,889,14
495.5792181091408,686,328
152.4769525902265,1174,529
138.20967792386662,823,775
85.44325043542142,630,48
740.0386007014461,1420,270
263.8181014513281,103,62
148.23809528151426,511,77
1396.0113665074548,1223,16
740.8938573808106,981,596
403.4841063119246,1387,384
741.3745175998607,302,154
58.503958449056114,212,16
509.82450925361564,423,454
179.102377771027,1221,261
531.7392106394403,1337,672
1490.8281932644145,538,205
692.9204905612027,1470,81
381.11760326284275,293,380
625.6388277351681,1275,16
288.79333399379647,396,342
150.13848187777185,368,681
18.963506753268277,514,446
516.9059549805055,282,12
70.32719310239897,954,294
281.1334344792361,1883,13
502.343292412624,1238,310
1014.4495284554769,14,533
429.7043064167573,648,585
112.25075565696912,1912,9
293.7416601021952,1200,205
503.53215704158094,1164,315
99.34057924808772,545,446
602.2443577097939,203,7
659.7389686052774,757,374
337.94404731488,312,335
894.8967918977305,743,676
116.36873745142034,12,723
352.7416473434394,597,311
1026.6817321515286,56,317
556.757859090437,466,148
751.7321494877013,458,12
114.81066418847118,1129,27
388.78058814018254,162,15
179.02875131581732,1058,8
491.7155509697297,1587,10
338.02092452941383,1285,290
448.9753524289744,357,81
439.5297063359784,143,473
609.5809719472213,1006,10
733.1953848911103,1874,9
29.200012641712032,681,371
1354.8731691557164,415,35
238.45725762016582,1547,3
85.23267070836131,253,25
1166.076158417883,296,94
700.5426872927837,563,455
249.2970870163879,546,604
418.77807583059194,232,13
117.22893606010888,1916,10
243.63543185202607,278,13
234.23701060642097,1240,44
641.1831517427282,415,7
258.3525920429736,29,179
642.729990114089,898,270
713.6119083527286,94,38
222.6932226338059,1074,14
265.1115855355237,724,800
336.21117371069374,1432,259
1.6077133709993134,946,462
99.19146382104849,1998,27
858.6121812876737,1266,32
654.1906185307188,951,9
36.704129752137646,497,569
460.60690059456834,296,313
9.57867398594345,1343,4
349.2602507925417,326,12
80.5114457705972,224,97
877.8992581381813,1002,586
436.1289676869121,1130,51
30.22667521309412,303,14
468.63555352539623,77,11
1018.2678975798942,169,42
604.8712356024814,22,816
55.95257432994309,227,563
500.07002797796986,876,341
431.2740158713079,306,700
456.1886404467989,804,8
724.8166830637634,922,392
165.94651960872528,722,18
200.79160005847376,975,5
103.04745320687451,320,351
279.30070393969316,1702,58
241.08218910187574,397,4
40.160047121858156,8,381
127.02736664323535,812,316
58.400495043012285,1593,67
369.63514578953476,402,262
94.78951029073822,157,123
180.08463230757638,462,501
776.484855410442,13,368
387.78507719420946,57,402
335.132073456855,1660,17
1320.6410218860303,516,16
262.9028505747535,1450,155
983.348921788012,1146,16
394.2418584401952,1272,332
237.6035964008314,1888,33
194.17514925518034,1851,81
1068.319381340309,1732,6
380.78786189945447,1223,282
132.55745783824983,1263,2
335.02319868716,181,3
131.3721800226341,368,32
125.8593648099347,1274,711
63.21170387514924,370,290
534.3804556266675,382,11
694.3463730392475,258,38
178.73753741479211,1801,29
240.65889590222739,1183,11
720.1670790306289,177,31
7.51431266307399,1044,12
185.0111197004911,52,540
168.0381005551633,448,37
358.4277800180515,804,112
1029.7373107471542,1300,10
18.9076142881079,64,773
845.7390617979072,402,99
372.33099485356803,351,289
404.9937488689179,1095,15
1438.0600393897403,1768,12
62.761403947095204,722,36
148.04716973981965,1622,35
119.51179507030261,225,263
289.2305854089234,597,406
396.3865392112385,627,20
594.9483746275145,269,79
24.913182787020038,591,691
253.87491600361943,457,185
1179.7202903933614,331,473
283.8853197984674,128,51
777.9098358814952,361,243
54.29064966463235,815,819
156.36208184189292,109,7
607.7825237503305,1278,432
443.95619359122225,609,410
267.6407573110682,879,2
505.31525456774693,862,422
673.7805127518934,673,9
1041.3611210717409,6,94
265.34986302187514,1802,28
470.36654321986526,1723,18
219.60862611365135,1457,209
1196.7904692276902,13,229
299.5392577487394,140,20
241.60894175700957,954,23
1282.119747927323,1752,4
0.897466395395656,961,375
184.42232178302743,664,153
832.6531187787028,432,6
274.5023252459894,1262,28
195.79588949948527,439,7
405.1595118072654,1857,11
237.09676636760653,443,308
182.73690026720973,369,21
141.3530888593668,16,114
171.6512815773354,608,918
1179.0428258624704,1291,205
1467.7633642561682,1166,568
47.571210060329086,330,242
607.8118839127991,1363,20
490.1718339352406,1257,13
455.7137010025131,468,34
15.26619261397545,1734,36
146.0358237988292,467,192
626.6633574231208,693,124
313.04951246768485,1944,6
11.052936549133339,26,29
341.77655672114156,1120,3
860.6134413544268,1738,53
963.2845187850863,1516,467
1046.3717422855743,1341,372
342.5658760536362,360,13
287.62196541456456,435,795
128.07765222071325,1294,323
919.0832203517274,525,73
735.4167057865227,367,9
910.61909489221,1399,408
117.07991047490285,829,329
47.1008688920458,20,230
548.0242673607369,701,4
1117.0680406830897,1715,6
1135.464419336197,346,457
343.82402370035294,120,397
469.72171142940533,847,401
54.34284505605598,1209,16
147.19115350739472,1218,209
352.7549821411471,487,776
972.2018441656207,1227,590
302.59169885177965,125,75
410.6173738614901,1699,13
26.12030589646676,1092,15
1528.0319289171357,367,19
309.9955085319554,1584,21
79.85160133110166,68,46
189.2377258745094,1049,626
329.19883118716996,807,834
68.15855205488796,1228,317
100.09638478108126,1894,50
1131.754015080849,1298,54
941.7378155020663,838,17
59.635579905685276,1126,357
149.53747957632314,1334,515
461.46749460100204,446,437
137.49588101235102,1383,16
0.9536242560468743,255,144
552.2420924904517,567,129
98.07039118205883,869,599
179.64650447464408,315,450
152.67946913917177,78,22
75.57033731589904,963,708
66.65970959106104,177,11
71.56692115831257,1743,18
1566.2900048776087,213,138
593.2513910689308,506,47
1286.7052858292325,467,5
387.454963004891,971,233
183.76425684837812,395,460
81.84647766972432,1057,117
301.89796642111116,343,345
310.8711319115894,1388,21
686.9451781997083,1184,18
343.6378680308137,144,128
99.07525193039628,17,290
769.3871611515567,1757,26
73.17494031990991,153,131
344.09811855001055,1139,96
19.838806376040694,797,82
210.62226982800524,84,293
509.4194617303074,1336,16
68.26161437748414,349,11
340.20016398031214,212,175
353.8324216261044,619,359
1097.511195982907,438,60
287.3319943105443,640,344
37.29860409612366,151,122
72.1145881407601,1726,39
147.39359101049124,269,14
733.358458844663,691,87
134.63610452492208,809,27
429.7811451935682,1631,22
37.31388401962533,1696,18
103.23608146123703,18,477
441.29410058895667,86,268
47.22038849454554,1217,207
574.7070804430535,1039,8
272.5496421550179,1655,9
149.9036856140577,308,364
946.5975024118807,369,241
511.21319076168027,265,95
30.325399590461316,382,94
507.09106589215116,511,313
101.08326698547242,1093,576
1156.10070850145,562,334
76.30590730205257,1581,195
438.35888465077466,216,230
126.90666165010988,1499,183
1302.942526155736,934,275
179.31591292099193,597,633
407.182665339531,1647,56
63.40493302036021,1510,397
298.3861078268855,1554,394
429.087592665752,827,464
673.2377003677079,113,98
372.26874368682047,772,25
555.9046915158636,1133,573
895.805075870493,785,19
162.10983932054762,1192,448
190.06555709790757,391,150
13.723417260195275,1669,369
369.3821822584044,775,14
1626.942622222153,231,34
609.0035492681585,495,17
2241.9750861899965,525,4
276.9286124442524,303,252
629.1380096312975,389,17
80.36244206754645,1103,40
250.60232896592638,73,747
471.6528039840185,721,14
273.55636115913006,972,957
13.793298454839166,169,172
174.18514559909895,543,48
515.3009882045644,397,25
229.87294698533717,612,462
271.97307299785354,895,228
886.4855010587087,94,41
143.48645204276997,542,21
437.4558423241528,974,232
854.5434947175261,224,4
752.3866721442722,1775,39
124.68976824600269,1821,3
23.97306507399791,1416,18
148.16361030479345,9,354
88.71974327221355,1111,143
12.846599300498276,17,494
165.9087343530999,14,333
336.302171987103,1081,7
480.33550057281724,642,20
216.98137814122506,415,238
104.46243952649247,1787,56
385.0777119556822,271,13
638.0821323611555,214,169
542.758909346024,1442,383
889.0526451723933,1893,2
140.0432016026001,1763,21
319.62744512923115,1737,11
306.41614777461,429,578
177.36800960504158,8,82
530.1503608556316,1924,3
65.89296061953114,1500,14
747.6666496755038,943,35
17.054394323416883,243,44
224.60201624920788,408,183
427.31937288033396,1313,9
252.4708177107145,765,50
487.41444409790523,802,568
18.09070393366323,501,13
922.7948360759254,647,15
36.95462622303469,403,24
155.11823628041404,459,442
158.7412817729602,1220,355
5.432673223913508,1001,46
45.13935153026017,72,26
873.0327085577726,1321,252
683.5579410571858,858,21
612.2906916516444,58,36
534.3612535854935,1830,58
35.40738429276627,273,585
162.17546506499306,552,302
3.0148465289269746,150,178
28.539353058327407,1182,12
17.656681531061576,1256,284
101.39974569423424,643,409
26.48206888338476,640,426
7.784201334948656,191,98
128.42267330876427,370,65
733.1309195184648,430,12
26.495369704092763,242,130
1906.3299282976693,1402,16
489.93219511985046,25,65
921.6275631541405,236,5
494.1135677302399,1266,11
685.7222760194347,1417,10
163.56032593400087,465,26
135.99832699934151,816,20
499.1587355987896,1208,44
378.59444924015247,1572,10
322.07466488187004,209,15
89.19280768452512,398,21
119.86622031753777,311,30
364.75292390038516,1082,196
241.14004049848958,418,304
1501.139313173319,1269,33
367.90827371571254,1852,92
258.3434767312183,127,27
1374.985893108931,1093,2
43.92489890546175,83,4
144.98505753922927,425,343
194.40055869037528,291,58
878.0561006141336,130,32
664.7754653866236,109,310
166.14046112466002,289,85
941.7764387158279,1525,66
29.530955780186073,1632,232
310.9328850900405,13,239
486.078183963841,1823,28
171.08521811456376,1410,246
32.76789477256273,551,2
135.8971506861551,1728,10
302.2657416384341,1511,246
175.03158239270897,1189,33
245.61945798461343,1193,32
44.685821166906806,1013,209
6.572064158160693,733,21
960.2579402054554,1767,33
37.18000556727259,858,72
158.38926598949834,617,201
498.64190585653756,1270,673
850.805960483231,480,699
177.1525361462296,1624,6
482.6284172563627,1059,145
292.0720857744909,1740,14
23.936097803844547,1335,85
239.93692031388142,1123,2
13.852604713109438,1600,222
1522.07378419726,992,32
656.5747074508166,298,17
189.46001850181923,803,180
122.3040893878953,1796,9
233.76962455057784,1551,428
173.73157707999874,588,591
211.79301561906846,827,178
1147.3310913309933,620,14
236.98108056560415,1373,37
618.2723863573239,324,282
77.97327705123467,162,8
348.7476542831815,1002,8
311.1739355282494,1760,72
408.9633785882772,1320,230
520.7235432269829,747,41
902.1354170531721,12,297
119.46159009528107,877,2
219.66319510404836,884,82
26.917875115041262,112,23
447.3821162121246,1595,436
1247.8542574510031,1385,11
230.63198777547848,1660,158
1630.4914741852936,730,823
416.4538979936603,10,209
108.48077398043121,1709,13
344.6953198116175,430,380
467.09840954334487,12,334
501.68296375406,354,14
464.5607161240351,536,30
96.11180058546475,1095,29
106.782225737411,1210,24
126.33772247832702,146,22
603.6497520255211,35,260
316.27751379509243,292,223
508.55984091641693,576,802
734.2902945796312,1206,41
379.5531423123672,542,377
291.21531458946345,25,306
235.44057711219486,75,253
351.28567665259146,1702,66
74.06772433920541,894,7
705.7660445353491,1541,231
1115.0096419800975,353,1066
764.9174330415086,1571,329
788.7475184388408,1357,469
808.4305940144487,271,230
88.30126137900385,1446,287
2503.1799704266696,1129,137
489.4018933595762,322,10
249.74941283136744,681,231
1000.9002957886293,88,54
399.1380872072125,362,94
2310.9916264340227,1453,212
637.5422774937637,422,93
209.4134812158785,534,120
620.332452453032,174,280
598.7386091392233,426,21
171.61488591735193,760,14
985.4523095637473,737,12
69.35438772814955,24,246
207.79936221980424,1679,205
462.33369931509185,1630,21
298.1816211740634,785,12
518.2573735641737,978,378
2712.953457736189,1185,624
37.122929368253665,1900,7
650.4361770869157,782,40
777.4132752979215,1702,20
151.573169476703,685,2
134.66539376488078,1523,7
266.1694926256977,1448,8
228.86351873656145,1534,56
324.0726314219239,61,240
108.6764184100558,734,81
311.23399739659925,1531,102
765.8622151121583,320,286
980.3818026166847,169,121
502.35388215094156,92,62
155.36485496777914,298,30
944.2286277410129,1976,3
249.9869748855834,949,24
120.55521051462169,1772,12
66.08472761630917,475,396
1490.9680478382684,1578,11
42.09939758741105,1811,71
344.92025829941326,842,31
103.25433189424079,1600,233
926.6650622954301,1841,7
98.8915273005867,1321,351
609.6571883282478,686,155
82.4971191323167,18,223
1271.9693703562432,573,25
497.66272182431226,441,262
245.18859880173534,1482,292
1500.7762503740626,41,108
339.4031005588013,1112,11
221.5442345386369,335,78
81.05360733635894,506,511
583.7091102979906,1270,11
414.70393558134674,1426,13
115.28092893505433,338,6
131.48854245106995,346,9
113.80634850948233,798,387
313.0812800760556,699,20
22.145829805865695,160,4
156.08273797453433,323,17
609.9073816519418,986,24
443.8061088267098,1361,13
780.3563371052943,951,27
624.3682368059559,714,17
9.83175449553851,141,35
385.35705521494265,227,187
263.76923927225823,1317,59
204.9465083191683,451,6
2229.5712585068795,1785,107
489.10539278486567,761,431
132.16450534120563,141,332
347.94937153847644,1233,546
45.74932470977924,208,10
625.1721114935867,1869,5
195.28078535851984,119,9
84.56463927462315,1334,70
81.02411160349207,103,448
7.015321342772342,1016,48
687.7890938472191,527,614
596.3563890891306,471,23
303.37767144254326,1593,42
166.96344492100638,1417,12
227.1734271334403,828,196
985.1100528268921,1658,53
59.11381817590608,829,312
13.719125307761178,839,551
111.0833614513636,37,236
336.1822166660661,611,396
3.525752619205824,60,302
50.33617000156425,825,20
547.1442156951305,380,56
271.6896506452744,741,10
1357.200169537088,344,414
1104.6854888940975,936,653
147.92984698156124,1223,155
216.84963950414198,429,530
1144.2891485275484,1814,29
395.7643412580223,808,367
211.01446434120405,795,12
736.6736044030798,542,22
1181.1094992161547,1118,401
511.6818693278076,23,77
120.0177969375264,196,10
782.0336450690749,86,272
249.4330340688245,1099,7
547.4205767423829,484,504
304.55781481342757,1839,16
1292.7683185990168,1753,29
32.377217806402825,80,318
77.42260198216471,38,53
98.91511982027154,518,238
114.16908960407135,2033,4
122.71477928738558,491,69
75.82982683227249,1324,12
539.7206895223958,416,560
112.50273136274221,1212,19
122.73024300454163,500,32
100.51848985789823,767,663
232.5211642052698,299,296
1455.6835737113338,8,92
208.8858114744235,373,25
161.5024738764598,1173,6
32.48731849462046,979,492
198.71040284278502,580,10
120.7866729315694,90,1898
658.0062144961995,534,895
54.109733635523476,602,101
70.90850637918739,1463,243
149.22842418353014,921,14
155.29830853981346,180,11
856.1301705102785,318,378
716.2419002309545,804,2
395.0890698461817,600,816
155.65920260862367,167,341
175.549421320631,520,459
410.06776477143643,942,10
615.5705344489163,834,13
221.56228959543614,774,965
325.6943853726949,1103,25
1000.9382003939942,1470,491
479.6456003201433,895,234
350.58361300388054,172,46
33.776471707508044,151,349
88.5043246347853,663,48
102.57545137102667,313,12
446.1273223295257,360,399
52.30425492476093,941,18
13.450755416074884,1220,10
204.26742812675772,1547,258
580.0683844948053,1286,15
540.2148984816321,965,856
719.2892570282845,640,20
544.7060771047708,1749,25
434.3171600269127,571,14
304.38739501996344,241,54
106.89064124695723,538,89
384.2738943859095,1036,436
462.7745038529075,931,329
60.38684656926721,626,5
380.6848067204309,984,4
47.02272422439405,247,320
362.0720957203771,576,18
79.11642521696481,1680,141
57.9259566834991,894,68
54.86770548873698,634,2
1106.0129661868325,452,10
416.69504985108176,582,1174
131.60855974918272,1803,107
33.887927314153615,365,8
351.2053903471185,1326,19
71.50783687974662,51,483
688.866087357371,15,753
313.3241632940611,465,15
592.5791003071129,468,10
230.27590057272397,1034,999
553.9407611531076,1468,24
527.524170688354,310,14
376.77915327914985,13,374
854.4518477195527,1104,167
399.27197254107807,753,609
394.51960507339214,1056,768
168.2948170548162,752,142
1225.605949287778,511,197
332.81263319274376,1308,6
227.25083150061877,640,838
356.6196008770249,123,474
71.74265296159953,467,8
140.82522739589936,151,466
167.43602824508565,337,91
330.94116606861604,1452,325
543.5976098160504,933,11
154.76930605484114,581,503
66.70249527287189,14,157
374.49383839283445,1521,17
881.6500534276714,1328,24
247.6268272504865,1001,212
295.2367125353181,325,229
156.05767233389028,953,329
756.3948633227819,224,4
58.7836694350627,1138,656
85.77926733547224,837,865
4592.157767711093,687,638
524.0606143330481,272,4
363.05785125745683,65,7
724.69577155379,44,471
2638.0385556484725,820,11
96.82330208830207,37,352
716.481538617049,15,358
191.44992188360536,1374,49
600.6442393846285,1686,135
562.2111261791225,973,38
2923.409042492109,1026,21
54.235181988378905,247,5
0.9726430507665728,454,42
629.7011464541274,9,32
384.51644883581235,8,90
536.6887918423553,1814,12
640.2262179743695,482,62
310.96863577995146,73,255
201.54829958948307,541,5
672.599586393848,1379,386
218.62646183719508,621,21
444.96907986930626,1263,645
1023.4186526932363,624,13
78.82985329858442,346,220
4.089625963927444,754,23
135.64878268798523,816,787
730.0008462408168,1015,151
382.4525525933125,713,408
1335.6592606600695,595,16
362.8775304255897,974,265
141.23357752211757,24,27
663.7458893035841,31,351
489.88834023429786,1038,19
785.6466729640333,1330,393
504.05290047189055,237,19
274.9197483847984,30,184
148.3247566274705,759,26
26.151298698371,1871,152
168.26386614672967,137,693
21.651467469926793,1535,479
256.9903596931575,1081,22
116.99425235721812,304,8
555.9798949618784,736,10
113.68697860398287,244,8
38.82933225407066,1162,300
834.3280300238962,674,365
28.30187981210542,1890,13
635.4905446904113,1075,401
1211.9240794479736,217,6
51.800364959324625,102,67
374.9605174278193,448,114
274.73435996725937,13,42
732.8040760543514,940,18
446.5298873218586,1259,63
149.07836929595516,727,22
0.6720394010303065,1304,14
301.4658713429382,48,219
1026.4429280845336,1719,97
1077.809626803804,1319,191
61.19810717296298,790,353
901.0103160091305,1136,10
16.01737604262606,34,312
44.29514919076523,1281,12
1548.7590475768313,906,14
223.69699433802515,784,717
33.56066189762497,1381,98
290.6229946890604,362,428
21.593254585363674,838,247
7.54542920190233,18,79
377.1274416952174,1164,45
108.45730782197525,318,325
444.63079595379395,887,6
186.2930769061023,952,6
64.96607654884772,1245,739
1901.9901664104248,1425,243
131.47609728543154,809,48
29.248441484013657,570,183
149.43523003591716,557,23
132.54920530229444,50,157
162.82047627902116,1372,628
200.93752164804982,564,22
